hour,temperature_c,humidity,windspeed_kmh,is_weekend,is_holiday,is_workday,rush_hour,was_missing_hour,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos,total_lag_24h,total_lag_7d,total_24h_mean,total_7d_mean,same_hour_weekday_4w_mean,conditions,season,total_count
2011-01-08 14:00:00,1.4,32.0,33.0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1.0,50.0,106.0,49.75,56.528755604256276,106.0,clear,winter,95.0
2011-01-08 15:00:00,1.4,32.0,30.0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.0,1.0,72.0,110.0,51.625,56.463279413780086,110.0,clear,winter,74.0
2011-01-08 16:00:00,0.5,29.0,30.0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,87.0,93.0,51.708333333333336,56.24899369949437,93.0,clear,winter,76.0
2011-01-08 17:00:00,-0.5,37.0,37.0,1,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.0,1.0,187.0,67.0,51.25,56.147803223303896,67.0,clear,winter,69.0
2011-01-08 18:00:00,-1.4,39.0,20.0,1,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0,1.0,123.0,35.0,46.333333333333336,56.159707985208655,35.0,clear,winter,55.0
2011-01-08 19:00:00,-1.4,36.0,17.0,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.0,1.0,95.0,37.0,43.5,56.278755604256276,37.0,clear,winter,30.0
2011-01-08 20:00:00,-2.4,36.0,17.0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,1.0,51.0,36.0,40.791666666666664,56.23708893758961,36.0,clear,winter,28.0
2011-01-08 21:00:00,-2.4,39.0,24.0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.0,1.0,39.0,34.0,39.833333333333336,56.18946988997056,34.0,clear,winter,37.0
2011-01-08 22:00:00,-2.4,36.0,26.0,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.0,1.0,36.0,28.0,39.75,56.207327032827706,28.0,clear,winter,34.0
2011-01-08 23:00:00,-3.3,39.0,30.0,1,0,0,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.0,1.0,15.0,39.0,39.666666666666664,56.24304131854199,39.0,clear,winter,22.0
2011-01-09 00:00:00,-3.3,42.0,26.0,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,25.0,17.0,39.958333333333336,56.141850842351516,17.0,clear,winter,25.0
2011-01-09 01:00:00,-3.3,42.0,31.0,1,0,0,0,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0,16.0,17.0,39.958333333333336,56.18946988997056,17.0,clear,winter,12.0
2011-01-09 02:00:00,-3.3,46.0,31.0,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,16.0,9.0,39.791666666666664,56.159707985208655,9.0,clear,winter,11.0
2011-01-09 03:00:00,-3.3,46.0,28.0,1,0,0,0,0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0,7.0,6.0,39.583333333333336,56.17161274711342,6.0,clear,winter,4.0
2011-01-09 04:00:00,-4.2,53.0,13.0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,1.0,3.0,39.458333333333336,56.159707985208655,3.0,clear,winter,1.0
2011-01-09 05:00:00,-4.2,53.0,13.0,1,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0,5.0,8.693877551020408,39.458333333333336,56.147803223303896,8.693877551020408,clear,winter,1.0
2011-01-09 06:00:00,-3.3,49.0,19.0,1,0,0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0,2.0,2.0,39.291666666666664,56.10200633311925,2.0,clear,winter,1.0
2011-01-09 07:00:00,-4.2,53.0,13.0,1,0,0,1,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,9.0,1.0,39.25,56.09605395216687,1.0,clear,winter,6.0
2011-01-09 08:00:00,-3.3,49.0,19.0,1,0,0,1,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.0,1.0,15.0,8.0,39.125,56.125815856928774,8.0,clear,winter,10.0
2011-01-09 09:00:00,-2.4,46.0,35.0,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0,20.0,20.0,38.916666666666664,56.137720618833534,20.0,clear,winter,19.0
2011-01-09 10:00:00,-1.4,43.0,26.0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,61.0,53.0,38.875,56.131768237881154,53.0,clear,winter,49.0
2011-01-09 11:00:00,-0.5,40.0,35.0,1,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0,62.0,70.0,38.375,56.10795871407163,70.0,clear,winter,49.0
2011-01-09 12:00:00,0.5,37.0,30.0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,98.0,93.0,37.833333333333336,55.98295871407163,93.0,clear,winter,83.0
2011-01-09 13:00:00,1.4,34.0,30.0,1,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0,102.0,75.0,37.208333333333336,55.92343490454782,75.0,clear,winter,75.0
2011-01-09 14:00:00,2.3,32.0,31.0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0,95.0,59.0,36.083333333333336,55.92343490454782,59.0,clear,winter,72.0
2011-01-09 15:00:00,2.3,35.0,24.0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0,74.0,74.0,35.125,56.000815856928774,74.0,clear,winter,82.0
2011-01-09 16:00:00,1.4,34.0,30.0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0,76.0,76.0,35.458333333333336,56.04843490454782,76.0,clear,winter,92.0
2011-01-09 17:00:00,0.5,37.0,26.0,1,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,69.0,65.0,36.125,56.14367299978591,65.0,clear,winter,62.0
2011-01-09 18:00:00,-0.5,40.0,22.0,1,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,1.0,55.0,53.0,35.833333333333336,56.125815856928774,53.0,clear,winter,48.0
2011-01-09 19:00:00,-0.5,43.0,22.0,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.0,1.0,30.0,30.0,35.541666666666664,56.09605395216687,30.0,clear,winter,41.0
2011-01-09 20:00:00,-1.4,46.0,17.0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,28.0,22.0,36.0,56.16153014264306,22.0,clear,winter,38.0
2011-01-09 21:00:00,-1.4,46.0,28.0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.0,1.0,37.0,31.0,36.416666666666664,56.256768237881154,31.0,clear,winter,20.0
2011-01-09 22:00:00,-1.4,46.0,20.0,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.0,1.0,34.0,9.0,35.708333333333336,56.191292047404964,9.0,clear,winter,15.0
2011-01-09 23:00:00,-2.4,50.0,13.0,1,0,0,0,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.0,1.0,22.0,8.0,34.916666666666664,56.22700633311925,8.0,clear,winter,6.0
2011-01-10 00:00:00,-2.4,50.0,19.0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,5.0,34.25,56.21510157121448,5.0,clear,winter,5.0
2011-01-10 01:00:00,-2.4,50.0,19.0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.0,1.0,12.0,2.0,33.416666666666664,56.21510157121448,2.0,clear,winter,1.0
2011-01-10 02:00:00,-2.4,50.0,15.0,0,0,1,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,1.0,11.0,10.313131313131313,32.958333333333336,56.2091491902621,10.313131313131313,clear,winter,3.0
2011-01-10 03:00:00,-2.4,50.0,15.0,0,0,1,0,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.0,1.0,4.0,5.11340206185567,32.625,56.165618646731566,5.11340206185567,clear,winter,1.0
2011-01-10 04:00:00,-3.3,54.0,9.0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,1.0,1.0,32.5,56.14113411064909,1.0,clear,winter,3.0
2011-01-10 05:00:00,-3.3,54.0,17.0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0,1.0,1.0,3.0,32.583333333333336,56.15303887255385,3.0,clear,winter,3.0
2011-01-10 06:00:00,-2.4,50.0,19.0,0,0,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,1.0,30.0,32.666666666666664,56.15303887255385,30.0,clear,winter,31.0
2011-01-10 07:00:00,-2.4,50.0,15.0,0,0,1,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,6.0,64.0,33.916666666666664,56.15899125350624,64.0,clear,winter,77.0
2011-01-10 08:00:00,-2.4,50.0,19.0,0,0,1,1,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.0,1.0,10.0,154.0,36.875,56.236372205887186,154.0,clouds,winter,188.0
2011-01-10 09:00:00,-1.4,50.0,17.0,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,1.0,19.0,88.0,44.291666666666664,56.43875315826814,88.0,clouds,winter,94.0
2011-01-10 10:00:00,-1.4,50.0,20.0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,1.0,49.0,44.0,47.416666666666664,56.47446744398243,44.0,clouds,winter,31.0
2011-01-10 11:00:00,-0.5,47.0,19.0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.0,1.0,49.0,51.0,46.666666666666664,56.39708649160147,51.0,clouds,winter,30.0
2011-01-10 12:00:00,1.4,40.0,19.0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,83.0,61.0,45.875,56.27208649160147,61.0,clouds,winter,52.0
2011-01-10 13:00:00,1.4,40.0,19.0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.0,1.0,75.0,61.0,44.583333333333336,56.21851506303004,61.0,clouds,winter,54.0
2011-01-10 14:00:00,1.4,40.0,15.0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,1.0,72.0,77.0,43.708333333333336,56.176848396363376,77.0,clouds,winter,47.0
2011-01-10 15:00:00,1.4,40.0,15.0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.0,1.0,82.0,72.0,42.666666666666664,55.998276967791945,72.0,clouds,winter,45.0
2011-01-10 16:00:00,1.4,40.0,9.0,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,1.0,92.0,76.0,41.125,55.83756268207766,76.0,clear,winter,74.0
2011-01-10 17:00:00,1.4,40.0,7.0,0,0,1,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,62.0,157.0,40.375,55.8256579201729,157.0,clear,winter,178.0
2011-01-10 18:00:00,1.4,40.0,15.0,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0,48.0,157.0,45.208333333333336,55.9506579201729,157.0,clear,winter,155.0
2011-01-10 19:00:00,-0.5,47.0,11.0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,1.0,41.0,110.0,49.666666666666664,55.93875315826814,110.0,clear,winter,95.0
2011-01-10 20:00:00,-0.5,50.0,11.0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,38.0,52.0,51.916666666666664,55.84946744398243,52.0,clear,winter,74.0
2011-01-10 21:00:00,-1.4,59.0,13.0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,1.0,20.0,52.0,53.416666666666664,55.980419824934806,52.0,clear,winter,38.0
2011-01-10 22:00:00,-1.4,59.0,11.0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,1.0,15.0,20.0,54.166666666666664,55.89708649160147,20.0,clear,winter,24.0
2011-01-10 23:00:00,-1.4,59.0,11.0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0,1.0,6.0,12.0,54.541666666666664,55.920896015410996,12.0,clear,winter,18.0
2011-01-11 00:00:00,-1.4,59.0,7.0,0,0,1,0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,5.0,5.0,55.041666666666664,55.95661030112528,5.0,clear,winter,12.0
2011-01-11 01:00:00,-1.4,59.0,11.0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,1.0,1.0,2.0,55.333333333333336,55.998276967791945,2.0,clear,winter,3.0
2011-01-11 02:00:00,-0.5,55.0,13.0,0,0,1,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,1.0,3.0,1.0,55.416666666666664,56.00422934874433,1.0,clouds,winter,3.0
2011-01-11 03:00:00,-0.5,55.0,11.666666666666666,0,0,1,0,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.0,1.0,1.0,4.1521739130434785,55.416666666666664,56.01613411064909,4.1521739130434785,clouds,winter,4.1521739130434785
2011-01-11 04:00:00,-0.5,55.0,10.333333333333334,0,0,1,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,1.0,3.0,2.0,55.54800724637681,56.01613411064909,2.0,clouds,winter,5.1313131313131315
2011-01-11 05:00:00,-0.5,55.0,9.0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.0,1.0,3.0,4.0,55.636811960181525,56.03477287928786,4.0,clouds,winter,6.0
2011-01-11 06:00:00,-0.5,55.0,9.0,0,0,1,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,1.0,31.0,36.0,55.761811960181525,56.046677641192616,36.0,clouds,winter,27.0
2011-01-11 07:00:00,-0.5,55.0,0.0,0,0,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,1.0,77.0,94.0,55.59514529351486,55.99310621262119,94.0,clouds,winter,99.0
2011-01-11 08:00:00,0.5,51.0,6.0,0,0,1,1,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.0,1.0,188.0,179.0,56.511811960181525,56.0228681173831,179.0,clouds,winter,217.0
2011-01-11 09:00:00,0.5,51.0,11.0,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.0,1.0,94.0,100.0,57.72014529351486,56.24905859357357,100.0,clouds,winter,130.0
2011-01-11 10:00:00,1.4,51.0,11.0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,1.0,31.0,42.0,59.22014529351486,56.427630022145,42.0,clouds,winter,54.0
2011-01-11 11:00:00,1.4,47.0,9.0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.0,1.0,30.0,57.0,60.1784786268482,56.49905859357357,57.0,clouds,winter,35.0
2011-01-11 12:00:00,1.4,51.0,7.0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,52.0,78.0,60.386811960181525,56.36810621262119,78.0,clouds,winter,57.0
2011-01-11 13:00:00,1.4,59.0,6.0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,1.0,54.0,97.0,60.59514529351486,56.24310621262119,97.0,clouds,winter,52.0
2011-01-11 14:00:00,1.4,59.0,6.0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.0,1.0,47.0,63.0,60.511811960181525,55.97524906976405,63.0,clouds,winter,63.0
2011-01-11 15:00:00,-0.5,80.0,6.0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.0,1.0,45.0,65.0,61.1784786268482,55.97524906976405,65.0,clouds,winter,47.0
2011-01-11 16:00:00,-0.5,86.0,15.0,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,1.0,74.0,83.0,61.261811960181525,55.86810621262119,83.0,clouds,winter,76.0
2011-01-11 17:00:00,-0.5,86.0,15.0,0,0,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,1.0,178.0,212.0,61.34514529351486,55.82643954595452,212.0,clouds,winter,136.0
2011-01-11 18:00:00,-0.5,93.0,7.0,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.0,1.0,155.0,182.0,59.59514529351486,55.37405859357357,182.0,light_rain,winter,95.0
2011-01-11 19:00:00,-0.5,93.0,0.0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.0,1.0,95.0,112.0,57.09514529351486,54.856201450716426,112.0,light_rain,winter,51.0
2011-01-11 20:00:00,-0.5,93.0,13.0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,1.0,74.0,54.0,55.261811960181525,54.49310621262119,54.0,light_rain,winter,32.0
2011-01-11 21:00:00,-0.5,86.0,6.0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.0,1.0,38.0,48.0,53.511811960181525,54.362153831668806,48.0,light_rain,winter,20.0
2011-01-11 22:00:00,-0.5,93.0,7.0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.0,1.0,24.0,35.0,52.761811960181525,54.19548716500214,35.0,light_rain,winter,29.0
2011-01-11 23:00:00,-0.5,93.0,6.0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.0,1.0,18.0,11.0,52.97014529351486,54.15977287928786,11.0,light_rain,winter,19.0
2011-01-12 00:00:00,-0.5,86.0,6.0,0,0,1,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.0,1.0,12.0,6.0,53.011811960181525,54.20739192690691,6.0,clouds,winter,7.0
2011-01-12 01:00:00,-0.5,86.0,7.0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.0,1.0,3.0,6.0,52.8034786268482,54.21334430785929,6.0,clouds,winter,6.0
2011-01-12 02:00:00,-1.4,86.0,9.0,0,0,1,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,1.0,3.0,2.0,52.9284786268482,54.21334430785929,2.0,clear,winter,1.0
2011-01-12 03:00:00,-1.4,86.0,9.666666666666666,0,0,1,0,1,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.0,1.0,4.1521739130434785,4.888888888888889,52.84514529351486,54.20739192690691,4.888888888888889,clear,winter,4.888888888888889
2011-01-12 04:00:00,-1.4,86.0,10.333333333333334,0,0,1,0,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,1.0,5.1313131313131315,2.0,52.87584175084175,54.20739192690691,2.0,clear,winter,4.96875
2011-01-12 05:00:00,-1.4,86.0,11.0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.0,1.0,6.0,3.0,52.86906828703704,54.22506305785929,3.0,clear,winter,5.0
2011-01-12 06:00:00,-2.4,93.0,9.0,0,0,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.0,1.0,27.0,33.0,52.827401620370374,54.23696781976405,33.0,clear,winter,16.0
2011-01-12 07:00:00,-1.4,69.0,9.0,0,0,1,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.0,1.0,99.0,88.0,52.36906828703704,54.13577734357357,88.0,clear,winter,54.0
2011-01-12 08:00:00,-0.5,59.0,11.0,0,0,1,1,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.0,1.0,217.0,195.0,50.49406828703703,53.933396391192616,195.0,clear,winter,128.0
2011-01-12 09:00:00,-0.5,59.0,22.0,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.0,1.0,130.0,115.0,46.7857349537037,53.5345868673831,115.0,clear,winter,81.0
2011-01-12 10:00:00,0.5,55.0,15.0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,1.0,54.0,57.0,44.74406828703704,53.33220591500214,57.0,clear,winter,39.0
2011-01-12 11:00:00,1.4,51.0,26.0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.0,1.0,35.0,46.0,44.11906828703704,53.22506305785929,46.0,clear,winter,35.0
2011-01-12 12:00:00,1.4,47.0,39.0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,1.0,57.0,79.0,44.11906828703704,53.1595868673831,79.0,clear,winter,55.0
2011-01-12 13:00:00,2.3,44.0,24.0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.0,1.0,52.0,71.0,44.0357349537037,53.01672972452595,71.0,clear,winter,49.0
2011-01-12 14:00:00,1.4,47.0,22.0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.0,1.0,63.0,62.0,43.9107349537037,52.88577734357357,62.0,clear,winter,44.0
2011-01-12 15:00:00,1.4,47.0,28.0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.0,1.0,47.0,62.0,43.11906828703704,52.77863448643071,62.0,clear,winter,49.0
2011-01-12 16:00:00,2.3,44.0,22.0,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,1.0,76.0,89.0,43.202401620370374,52.70125353404976,89.0,clear,winter,68.0
2011-01-12 17:00:00,1.4,47.0,24.0,0,0,1,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.0,1.0,136.0,190.0,42.86906828703704,52.57625353404976,190.0,clear,winter,139.0
2011-01-12 18:00:00,1.4,47.0,35.0,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.0,1.0,95.0,169.0,42.99406828703704,52.27268210547833,169.0,clear,winter,137.0
2011-01-12 19:00:00,0.5,47.0,28.0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.0,1.0,51.0,132.0,44.74406828703704,52.08220591500214,132.0,clear,winter,83.0
2011-01-12 20:00:00,-0.5,50.0,22.0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,1.0,32.0,89.0,46.077401620370374,51.79053924833548,89.0,clear,winter,56.0
