hour,registered_count,direct_count,total_count,missing_rental,date,hour_of_day,day_of_week,month,is_weekend,conditions,temperature_c,perceived_temperature_c,humidity,windspeed_kmh,missing_weather,is_holiday
2011-01-02 02:00:00,8,1,9,0,2011-01-02,2,6,1,1,clouds,11.7,12.0,100.0,19.0,0,0
2011-01-02 03:00:00,4,2,6,0,2011-01-02,3,6,1,1,clouds,13.6,14.0,94.0,13.0,0,0
2011-01-02 04:00:00,1,2,3,0,2011-01-02,4,6,1,1,clouds,13.6,14.0,94.0,13.0,0,0
2011-01-02 05:00:00,0,0,0,1,2011-01-02,5,6,1,1,clouds,12.649999999999999,13.0,85.5,16.5,1,0
2011-01-02 06:00:00,2,0,2,0,2011-01-02,6,6,1,1,light_rain,11.7,12.0,77.0,20.0,0,0
2011-01-02 07:00:00,1,0,1,0,2011-01-02,7,6,1,1,clouds,10.8,11.0,76.0,13.0,0,0
2011-01-02 08:00:00,8,0,8,0,2011-01-02,8,6,1,1,light_rain,10.8,11.0,71.0,15.0,0,0
2011-01-02 09:00:00,19,1,20,0,2011-01-02,9,6,1,1,clouds,9.9,10.0,76.0,15.0,0,0
2011-01-02 10:00:00,46,7,53,0,2011-01-02,10,6,1,1,clouds,8.9,7.0,81.0,15.0,0,0
2011-01-02 11:00:00,54,16,70,0,2011-01-02,11,6,1,1,clouds,8.9,6.0,71.0,17.0,0,0
2011-01-02 12:00:00,73,20,93,0,2011-01-02,12,6,1,1,clouds,8.9,6.0,66.0,20.0,0,0
2011-01-02 13:00:00,64,11,75,0,2011-01-02,13,6,1,1,clouds,8.9,7.0,66.0,9.0,0,0
2011-01-02 14:00:00,55,4,59,0,2011-01-02,14,6,1,1,light_rain,8.9,7.0,76.0,13.0,0,0
2011-01-02 15:00:00,55,19,74,0,2011-01-02,15,6,1,1,light_rain,8.0,6.0,81.0,11.0,0,0
2011-01-02 16:00:00,67,9,76,0,2011-01-02,16,6,1,1,light_rain,8.0,6.0,71.0,11.0,0,0
2011-01-02 17:00:00,58,7,65,0,2011-01-02,17,6,1,1,clear,8.0,6.0,57.0,13.0,0,0
2011-01-02 18:00:00,43,10,53,0,2011-01-02,18,6,1,1,clouds,8.9,6.0,46.0,22.0,0,0
2011-01-02 19:00:00,29,1,30,0,2011-01-02,19,6,1,1,clear,7.0,3.0,42.0,30.0,0,0
2011-01-02 20:00:00,17,5,22,0,2011-01-02,20,6,1,1,clear,6.1,2.0,39.0,24.0,0,0
2011-01-02 21:00:00,20,11,31,0,2011-01-02,21,6,1,1,clear,4.2,-1.0,44.0,22.0,0,0
2011-01-02 22:00:00,9,0,9,0,2011-01-02,22,6,1,1,clear,3.3,-2.0,44.0,20.0,0,0
2011-01-02 23:00:00,8,0,8,0,2011-01-02,23,6,1,1,clear,2.3,-1.0,47.0,11.0,0,0
2011-01-03 00:00:00,5,0,5,0,2011-01-03,0,0,1,0,clear,2.3,-3.0,44.0,24.0,0,0
2011-01-03 01:00:00,2,0,2,0,2011-01-03,1,0,1,0,clear,1.4,-5.0,44.0,28.0,0,0
2011-01-03 02:00:00,0,0,0,1,2011-01-03,2,0,1,0,clear,0.7666666666666666,-5.666666666666667,45.0,27.333333333333332,1,0
2011-01-03 03:00:00,0,0,0,1,2011-01-03,3,0,1,0,clear,0.1333333333333333,-6.333333333333333,46.0,26.666666666666668,1,0
2011-01-03 04:00:00,1,0,1,0,2011-01-03,4,0,1,0,clear,-0.5,-7.0,47.0,26.0,0,0
2011-01-03 05:00:00,3,0,3,0,2011-01-03,5,0,1,0,clear,-0.5,-7.0,47.0,19.0,0,0
2011-01-03 06:00:00,30,0,30,0,2011-01-03,6,0,1,0,clear,-1.4,-9.0,50.0,26.0,0,0
2011-01-03 07:00:00,63,1,64,0,2011-01-03,7,0,1,0,clear,-1.4,-7.0,50.0,13.0,0,0
2011-01-03 08:00:00,153,1,154,0,2011-01-03,8,0,1,0,clear,-1.4,-8.0,50.0,19.0,0,0
2011-01-03 09:00:00,81,7,88,0,2011-01-03,9,0,1,0,clear,-0.5,-7.0,43.0,26.0,0,0
2011-01-03 10:00:00,33,11,44,0,2011-01-03,10,0,1,0,clear,0.5,-5.0,43.0,17.0,0,0
2011-01-03 11:00:00,41,10,51,0,2011-01-03,11,0,1,0,clear,1.4,-4.0,40.0,22.0,0,0
2011-01-03 12:00:00,48,13,61,0,2011-01-03,12,0,1,0,clear,2.3,-2.0,35.0,20.0,0,0
2011-01-03 13:00:00,53,8,61,0,2011-01-03,13,0,1,0,clear,3.3,-2.0,35.0,19.0,0,0
2011-01-03 14:00:00,66,11,77,0,2011-01-03,14,0,1,0,clear,4.2,-0.0,30.0,19.0,0,0
2011-01-03 15:00:00,58,14,72,0,2011-01-03,15,0,1,0,clear,4.2,-0.0,30.0,17.0,0,0
2011-01-03 16:00:00,67,9,76,0,2011-01-03,16,0,1,0,clear,4.2,-0.0,30.0,17.0,0,0
2011-01-03 17:00:00,146,11,157,0,2011-01-03,17,0,1,0,clear,3.3,-1.0,30.0,15.0,0,0
2011-01-03 18:00:00,148,9,157,0,2011-01-03,18,0,1,0,clear,3.3,1.0,32.0,7.0,0,0
2011-01-03 19:00:00,102,8,110,0,2011-01-03,19,0,1,0,clear,1.4,1.0,47.0,0.0,0,0
2011-01-03 20:00:00,49,3,52,0,2011-01-03,20,0,1,0,clear,1.4,-1.0,47.0,7.0,0,0
2011-01-03 21:00:00,49,3,52,0,2011-01-03,21,0,1,0,clear,0.5,-3.0,64.0,9.0,0,0
2011-01-03 22:00:00,20,0,20,0,2011-01-03,22,0,1,0,clear,-1.4,-6.0,69.0,9.0,0,0
2011-01-03 23:00:00,11,1,12,0,2011-01-03,23,0,1,0,clear,0.5,-2.0,55.0,7.0,0,0
2011-01-04 00:00:00,5,0,5,0,2011-01-04,0,1,1,0,clear,-0.5,-4.0,55.0,7.0,0,0
2011-01-04 01:00:00,2,0,2,0,2011-01-04,1,1,1,0,clear,-0.5,-4.0,59.0,7.0,0,0
2011-01-04 02:00:00,1,0,1,0,2011-01-04,2,1,1,0,clear,-1.4,-6.0,63.0,9.0,0,0
2011-01-04 03:00:00,0,0,0,1,2011-01-04,3,1,1,0,clear,-1.4,-5.0,63.0,7.5,1,0
2011-01-04 04:00:00,2,0,2,0,2011-01-04,4,1,1,0,clear,-1.4,-4.0,63.0,6.0,0,0
2011-01-04 05:00:00,4,0,4,0,2011-01-04,5,1,1,0,clear,-2.4,-6.0,68.0,7.0,0,0
2011-01-04 06:00:00,36,0,36,0,2011-01-04,6,1,1,0,clear,-2.4,-6.0,74.0,7.0,0,0
2011-01-04 07:00:00,92,2,94,0,2011-01-04,7,1,1,0,clear,-2.4,-6.0,74.0,9.0,0,0
2011-01-04 08:00:00,177,2,179,0,2011-01-04,8,1,1,0,clear,-1.4,-6.0,69.0,11.0,0,0
2011-01-04 09:00:00,98,2,100,0,2011-01-04,9,1,1,0,clear,-0.5,-6.0,64.0,15.0,0,0
2011-01-04 10:00:00,37,5,42,0,2011-01-04,10,1,1,0,clouds,-0.5,-7.0,69.0,22.0,0,0
2011-01-04 11:00:00,50,7,57,0,2011-01-04,11,1,1,0,clear,2.3,-2.0,51.0,20.0,0,0
2011-01-04 12:00:00,66,12,78,0,2011-01-04,12,1,1,0,clear,2.3,-1.0,51.0,11.0,0,0
2011-01-04 13:00:00,79,18,97,0,2011-01-04,13,1,1,0,clear,3.3,-1.0,56.0,13.0,0,0
2011-01-04 14:00:00,54,9,63,0,2011-01-04,14,1,1,0,clear,4.2,1.0,52.0,15.0,0,0
2011-01-04 15:00:00,48,17,65,0,2011-01-04,15,1,1,0,clear,5.2,2.0,52.0,17.0,0,0
2011-01-04 16:00:00,68,15,83,0,2011-01-04,16,1,1,0,clear,6.1,3.0,49.0,17.0,0,0
2011-01-04 17:00:00,202,10,212,0,2011-01-04,17,1,1,0,clear,5.2,2.0,48.0,15.0,0,0
2011-01-04 18:00:00,179,3,182,0,2011-01-04,18,1,1,0,clear,4.2,1.0,48.0,13.0,0,0
2011-01-04 19:00:00,110,2,112,0,2011-01-04,19,1,1,0,clear,3.3,1.0,48.0,7.0,0,0
2011-01-04 20:00:00,53,1,54,0,2011-01-04,20,1,1,0,clear,3.3,1.0,48.0,7.0,0,0
2011-01-04 21:00:00,48,0,48,0,2011-01-04,21,1,1,0,clear,2.3,2.0,64.0,0.0,0,0
2011-01-04 22:00:00,34,1,35,0,2011-01-04,22,1,1,0,clear,2.3,1.0,64.0,6.0,0,0
2011-01-04 23:00:00,9,2,11,0,2011-01-04,23,1,1,0,clear,1.4,-1.0,69.0,6.0,0,0
2011-01-05 00:00:00,6,0,6,0,2011-01-05,0,2,1,0,clear,1.4,1.0,64.0,0.0,0,0
2011-01-05 01:00:00,6,0,6,0,2011-01-05,1,2,1,0,clear,-0.5,-3.0,74.0,6.0,0,0
2011-01-05 02:00:00,2,0,2,0,2011-01-05,2,2,1,0,clear,-0.5,-3.0,74.0,6.0,0,0
2011-01-05 03:00:00,0,0,0,1,2011-01-05,3,2,1,0,clear,1.4,-2.0,61.0,10.5,1,0
2011-01-05 04:00:00,2,0,2,0,2011-01-05,4,2,1,0,clear,3.3,-1.0,48.0,15.0,0,0
2011-01-05 05:00:00,3,0,3,0,2011-01-05,5,2,1,0,clear,2.3,-1.0,47.0,11.0,0,0
2011-01-05 06:00:00,33,0,33,0,2011-01-05,6,2,1,0,clear,1.4,-3.0,47.0,15.0,0,0
2011-01-05 07:00:00,87,1,88,0,2011-01-05,7,2,1,0,clear,0.5,-4.0,43.0,13.0,0,0
2011-01-05 08:00:00,192,3,195,0,2011-01-05,8,2,1,0,clear,1.4,-4.0,40.0,20.0,0,0
2011-01-05 09:00:00,109,6,115,0,2011-01-05,9,2,1,0,clear,2.3,-3.0,37.0,22.0,0,0
2011-01-05 10:00:00,53,4,57,0,2011-01-05,10,2,1,0,clear,2.3,-3.0,37.0,22.0,0,0
2011-01-05 11:00:00,34,12,46,0,2011-01-05,11,2,1,0,clear,4.2,-1.0,33.0,22.0,0,0
2011-01-05 12:00:00,74,5,79,0,2011-01-05,12,2,1,0,clear,4.2,-1.0,33.0,22.0,0,0
2011-01-05 13:00:00,65,6,71,0,2011-01-05,13,2,1,0,clear,5.2,1.0,30.0,20.0,0,0
2011-01-05 14:00:00,52,10,62,0,2011-01-05,14,2,1,0,clear,6.1,3.0,28.0,13.0,0,0
2011-01-05 15:00:00,55,7,62,0,2011-01-05,15,2,1,0,clear,6.1,3.0,28.0,13.0,0,0
2011-01-05 16:00:00,85,4,89,0,2011-01-05,16,2,1,0,clear,6.1,5.0,28.0,6.0,0,0
2011-01-05 17:00:00,186,4,190,0,2011-01-05,17,2,1,0,clear,3.3,-1.0,38.0,13.0,0,0
2011-01-05 18:00:00,166,3,169,0,2011-01-05,18,2,1,0,clear,3.3,-0.0,38.0,9.0,0,0
2011-01-05 19:00:00,127,5,132,0,2011-01-05,19,2,1,0,clear,3.3,1.0,38.0,7.0,0,0
2011-01-05 20:00:00,82,7,89,0,2011-01-05,20,2,1,0,clear,2.3,-1.0,47.0,11.0,0,0
2011-01-05 21:00:00,40,3,43,0,2011-01-05,21,2,1,0,clear,1.4,-3.0,51.0,13.0,0,0
2011-01-05 22:00:00,41,1,42,0,2011-01-05,22,2,1,0,clear,0.5,-3.0,55.0,9.0,0,0
2011-01-05 23:00:00,18,1,19,0,2011-01-05,23,2,1,0,clear,1.4,1.0,47.0,0.0,0,0
2011-01-06 00:00:00,11,0,11,0,2011-01-06,0,3,1,0,clear,0.5,-0.0,55.0,0.0,0,0
2011-01-06 01:00:00,4,0,4,0,2011-01-06,1,3,1,0,clear,-0.5,-1.0,64.0,0.0,0,0
2011-01-06 02:00:00,2,0,2,0,2011-01-06,2,3,1,0,clear,-0.5,-1.0,64.0,0.0,0,0
2011-01-06 03:00:00,0,0,0,1,2011-01-06,3,3,1,0,clear,-0.5,-2.0,64.0,3.0,1,0
2011-01-06 04:00:00,1,0,1,0,2011-01-06,4,3,1,0,clouds,-0.5,-3.0,64.0,6.0,0,0
2011-01-06 05:00:00,4,0,4,0,2011-01-06,5,3,1,0,clouds,-1.4,-4.0,69.0,6.0,0,0
2011-01-06 06:00:00,36,0,36,0,2011-01-06,6,3,1,0,clouds,-1.4,-5.0,63.0,7.0,0,0
2011-01-06 07:00:00,95,0,95,0,2011-01-06,7,3,1,0,clouds,-0.5,-1.0,59.0,0.0,0,0
2011-01-06 08:00:00,216,3,219,0,2011-01-06,8,3,1,0,clear,-0.5,-1.0,59.0,0.0,0,0
2011-01-06 09:00:00,116,6,122,0,2011-01-06,9,3,1,0,clouds,0.5,-0.0,51.0,0.0,0,0
2011-01-06 10:00:00,42,3,45,0,2011-01-06,10,3,1,0,clear,1.4,1.0,47.0,0.0,0,0
2011-01-06 11:00:00,57,2,59,0,2011-01-06,11,3,1,0,clear,2.3,1.0,44.0,6.0,0,0
2011-01-06 12:00:00,78,6,84,0,2011-01-06,12,3,1,0,clear,4.2,3.0,35.0,0.0,0,0
2011-01-06 13:00:00,55,12,67,0,2011-01-06,13,3,1,0,clear,4.2,2.0,35.0,7.0,0,0
2011-01-06 14:00:00,59,11,70,0,2011-01-06,14,3,1,0,clear,5.2,2.0,36.0,11.0,0,0
2011-01-06 15:00:00,54,8,62,0,2011-01-06,15,3,1,0,clear,5.2,2.0,36.0,0.0,0,0
2011-01-06 16:00:00,74,12,86,0,2011-01-06,16,3,1,0,clear,4.2,1.0,38.0,11.0,0,0
2011-01-06 17:00:00,163,9,172,0,2011-01-06,17,3,1,0,clear,2.3,-1.0,51.0,11.0,0,0
2011-01-06 18:00:00,158,5,163,0,2011-01-06,18,3,1,0,clear,2.3,-1.0,51.0,9.0,0,0
2011-01-06 19:00:00,109,3,112,0,2011-01-06,19,3,1,0,clear,2.3,1.0,55.0,6.0,0,0
2011-01-06 20:00:00,66,3,69,0,2011-01-06,20,3,1,0,clear,1.4,-2.0,51.0,11.0,0,0
2011-01-06 21:00:00,48,0,48,0,2011-01-06,21,3,1,0,clouds,2.3,-2.0,55.0,15.0,0,0
2011-01-06 22:00:00,51,1,52,0,2011-01-06,22,3,1,0,clouds,2.3,-2.0,51.0,19.0,0,0
2011-01-06 23:00:00,19,4,23,0,2011-01-06,23,3,1,0,clouds,1.4,-3.0,59.0,13.0,0,0
2011-01-07 00:00:00,13,4,17,0,2011-01-07,0,4,1,0,clouds,1.4,-3.0,64.0,13.0,0,0
2011-01-07 01:00:00,5,2,7,0,2011-01-07,1,4,1,0,clouds,1.4,-3.0,69.0,15.0,0,0
2011-01-07 02:00:00,1,0,1,0,2011-01-07,2,4,1,0,clouds,1.4,-3.0,69.0,15.0,0,0
2011-01-07 03:00:00,0,0,0,1,2011-01-07,3,4,1,0,clouds,1.4,-2.5,69.0,12.0,1,0
2011-01-07 04:00:00,1,0,1,0,2011-01-07,4,4,1,0,clouds,1.4,-2.0,69.0,9.0,0,0
2011-01-07 05:00:00,5,0,5,0,2011-01-07,5,4,1,0,light_rain,2.3,2.0,55.0,0.0,0,0
2011-01-07 06:00:00,26,8,34,0,2011-01-07,6,4,1,0,clouds,1.4,1.0,69.0,0.0,0,0
2011-01-07 07:00:00,76,8,84,0,2011-01-07,7,4,1,0,clear,1.4,-2.0,69.0,9.0,0,0
2011-01-07 08:00:00,190,20,210,0,2011-01-07,8,4,1,0,clear,1.4,-3.0,51.0,17.0,0,0
2011-01-07 09:00:00,125,9,134,0,2011-01-07,9,4,1,0,clear,1.4,-4.0,47.0,20.0,0,0
2011-01-07 10:00:00,47,16,63,0,2011-01-07,10,4,1,0,clear,2.3,-3.0,37.0,22.0,0,0
2011-01-07 11:00:00,48,19,67,0,2011-01-07,11,4,1,0,clouds,1.4,-3.0,40.0,15.0,0,0
2011-01-07 12:00:00,50,9,59,0,2011-01-07,12,4,1,0,clouds,1.4,-3.0,37.0,17.0,0,0
2011-01-07 13:00:00,64,9,73,0,2011-01-07,13,4,1,0,clouds,1.4,-4.0,37.0,19.0,0,0
2011-01-07 14:00:00,43,7,50,0,2011-01-07,14,4,1,0,clouds,1.4,-3.0,40.0,17.0,0,0
2011-01-07 15:00:00,63,9,72,0,2011-01-07,15,4,1,0,clouds,1.4,-2.0,37.0,11.0,0,0
2011-01-07 16:00:00,82,5,87,0,2011-01-07,16,4,1,0,clouds,1.4,-2.0,37.0,11.0,0,0
2011-01-07 17:00:00,178,9,187,0,2011-01-07,17,4,1,0,clouds,1.4,1.0,37.0,0.0,0,0
2011-01-07 18:00:00,116,7,123,0,2011-01-07,18,4,1,0,clear,1.4,-1.0,40.0,6.0,0,0
2011-01-07 19:00:00,92,3,95,0,2011-01-07,19,4,1,0,clear,-0.5,-3.0,55.0,6.0,0,0
2011-01-07 20:00:00,50,1,51,0,2011-01-07,20,4,1,0,clear,0.5,-2.0,47.0,7.0,0,0
2011-01-07 21:00:00,39,0,39,0,2011-01-07,21,4,1,0,clear,0.5,-3.0,47.0,9.0,0,0
2011-01-07 22:00:00,34,2,36,0,2011-01-07,22,4,1,0,clouds,0.5,-3.0,43.0,11.0,0,0
2011-01-07 23:00:00,14,1,15,0,2011-01-07,23,4,1,0,clouds,0.5,-3.0,51.0,11.0,0,0
2011-01-08 00:00:00,24,1,25,0,2011-01-08,0,5,1,1,clouds,0.5,-3.0,51.0,11.0,0,0
2011-01-08 01:00:00,15,1,16,0,2011-01-08,1,5,1,1,clouds,0.5,-2.0,55.0,6.0,0,0
2011-01-08 02:00:00,13,3,16,0,2011-01-08,2,5,1,1,clouds,0.5,-0.0,55.0,0.0,0,0
2011-01-08 03:00:00,7,0,7,0,2011-01-08,3,5,1,1,light_rain,0.5,-3.0,55.0,11.0,0,0
2011-01-08 04:00:00,1,0,1,0,2011-01-08,4,5,1,1,light_rain,0.5,-3.0,55.0,11.0,0,0
2011-01-08 05:00:00,5,0,5,0,2011-01-08,5,5,1,1,clouds,-0.5,-5.0,74.0,11.0,0,0
2011-01-08 06:00:00,2,0,2,0,2011-01-08,6,5,1,1,clouds,-0.5,-5.0,74.0,11.0,0,0
2011-01-08 07:00:00,8,1,9,0,2011-01-08,7,5,1,1,clouds,-0.5,-4.0,74.0,7.0,0,0
2011-01-08 08:00:00,15,0,15,0,2011-01-08,8,5,1,1,light_rain,-0.5,-4.0,93.0,7.0,0,0
2011-01-08 09:00:00,20,0,20,0,2011-01-08,9,5,1,1,light_rain,-0.5,-4.0,93.0,7.0,0,0
2011-01-08 10:00:00,56,5,61,0,2011-01-08,10,5,1,1,clouds,0.5,-3.0,80.0,11.0,0,0
2011-01-08 11:00:00,60,2,62,0,2011-01-08,11,5,1,1,clouds,1.4,-4.0,69.0,26.0,0,0
2011-01-08 12:00:00,90,8,98,0,2011-01-08,12,5,1,1,clouds,1.4,-4.0,59.0,24.0,0,0
2011-01-08 13:00:00,95,7,102,0,2011-01-08,13,5,1,1,clear,1.4,-4.0,44.0,22.0,0,0
2011-01-08 14:00:00,83,12,95,0,2011-01-08,14,5,1,1,clear,1.4,-5.0,32.0,33.0,0,0
2011-01-08 15:00:00,69,5,74,0,2011-01-08,15,5,1,1,clear,1.4,-5.0,32.0,30.0,0,0
2011-01-08 16:00:00,68,8,76,0,2011-01-08,16,5,1,1,clear,0.5,-7.0,29.0,30.0,0,0
2011-01-08 17:00:00,64,5,69,0,2011-01-08,17,5,1,1,clear,-0.5,-8.0,37.0,37.0,0,0
2011-01-08 18:00:00,52,3,55,0,2011-01-08,18,5,1,1,clear,-1.4,-8.0,39.0,20.0,0,0
2011-01-08 19:00:00,26,4,30,0,2011-01-08,19,5,1,1,clear,-1.4,-8.0,36.0,17.0,0,0
2011-01-08 20:00:00,28,0,28,0,2011-01-08,20,5,1,1,clear,-2.4,-8.0,36.0,17.0,0,0
2011-01-08 21:00:00,35,2,37,0,2011-01-08,21,5,1,1,clear,-2.4,-9.0,39.0,24.0,0,0
2011-01-08 22:00:00,33,1,34,0,2011-01-08,22,5,1,1,clear,-2.4,-9.0,36.0,26.0,0,0
2011-01-08 23:00:00,22,0,22,0,2011-01-08,23,5,1,1,clear,-3.3,-12.0,39.0,30.0,0,0
2011-01-09 00:00:00,24,1,25,0,2011-01-09,0,6,1,1,clear,-3.3,-11.0,42.0,26.0,0,0
2011-01-09 01:00:00,12,0,12,0,2011-01-09,1,6,1,1,clear,-3.3,-12.0,42.0,31.0,0,0
2011-01-09 02:00:00,11,0,11,0,2011-01-09,2,6,1,1,clear,-3.3,-12.0,46.0,31.0,0,0
2011-01-09 03:00:00,4,0,4,0,2011-01-09,3,6,1,1,clear,-3.3,-11.0,46.0,28.0,0,0
2011-01-09 04:00:00,1,0,1,0,2011-01-09,4,6,1,1,clear,-4.2,-10.0,53.0,13.0,0,0
2011-01-09 05:00:00,1,0,1,0,2011-01-09,5,6,1,1,clear,-4.2,-10.0,53.0,13.0,0,0
2011-01-09 06:00:00,1,0,1,0,2011-01-09,6,6,1,1,clear,-3.3,-10.0,49.0,19.0,0,0
2011-01-09 07:00:00,5,1,6,0,2011-01-09,7,6,1,1,clear,-4.2,-10.0,53.0,13.0,0,0
2011-01-09 08:00:00,10,0,10,0,2011-01-09,8,6,1,1,clear,-3.3,-10.0,49.0,19.0,0,0
2011-01-09 09:00:00,19,0,19,0,2011-01-09,9,6,1,1,clear,-2.4,-11.0,46.0,35.0,0,0
2011-01-09 10:00:00,49,0,49,0,2011-01-09,10,6,1,1,clear,-1.4,-9.0,43.0,26.0,0,0
2011-01-09 11:00:00,47,2,49,0,2011-01-09,11,6,1,1,clear,-0.5,-8.0,40.0,35.0,0,0
2011-01-09 12:00:00,79,4,83,0,2011-01-09,12,6,1,1,clear,0.5,-7.0,37.0,30.0,0,0
2011-01-09 13:00:00,69,6,75,0,2011-01-09,13,6,1,1,clear,1.4,-5.0,34.0,30.0,0,0
2011-01-09 14:00:00,64,8,72,0,2011-01-09,14,6,1,1,clear,2.3,-4.0,32.0,31.0,0,0
2011-01-09 15:00:00,77,5,82,0,2011-01-09,15,6,1,1,clear,2.3,-3.0,35.0,24.0,0,0
2011-01-09 16:00:00,79,13,92,0,2011-01-09,16,6,1,1,clear,1.4,-5.0,34.0,30.0,0,0
2011-01-09 17:00:00,59,3,62,0,2011-01-09,17,6,1,1,clear,0.5,-6.0,37.0,26.0,0,0
2011-01-09 18:00:00,44,4,48,0,2011-01-09,18,6,1,1,clear,-0.5,-7.0,40.0,22.0,0,0
2011-01-09 19:00:00,40,1,41,0,2011-01-09,19,6,1,1,clear,-0.5,-7.0,43.0,22.0,0,0
2011-01-09 20:00:00,38,0,38,0,2011-01-09,20,6,1,1,clear,-1.4,-8.0,46.0,17.0,0,0
2011-01-09 21:00:00,19,1,20,0,2011-01-09,21,6,1,1,clear,-1.4,-9.0,46.0,28.0,0,0
2011-01-09 22:00:00,10,5,15,0,2011-01-09,22,6,1,1,clear,-1.4,-8.0,46.0,20.0,0,0
2011-01-09 23:00:00,6,0,6,0,2011-01-09,23,6,1,1,clear,-2.4,-7.0,50.0,13.0,0,0
2011-01-10 00:00:00,3,2,5,0,2011-01-10,0,0,1,0,clear,-2.4,-8.0,50.0,19.0,0,0
2011-01-10 01:00:00,0,1,1,0,2011-01-10,1,0,1,0,clear,-2.4,-8.0,50.0,19.0,0,0
2011-01-10 02:00:00,3,0,3,0,2011-01-10,2,0,1,0,clear,-2.4,-8.0,50.0,15.0,0,0
2011-01-10 03:00:00,1,0,1,0,2011-01-10,3,0,1,0,clear,-2.4,-8.0,50.0,15.0,0,0
2011-01-10 04:00:00,2,1,3,0,2011-01-10,4,0,1,0,clear,-3.3,-8.0,54.0,9.0,0,0
2011-01-10 05:00:00,3,0,3,0,2011-01-10,5,0,1,0,clear,-3.3,-9.0,54.0,17.0,0,0
2011-01-10 06:00:00,31,0,31,0,2011-01-10,6,0,1,0,clear,-2.4,-8.0,50.0,19.0,0,0
2011-01-10 07:00:00,75,2,77,0,2011-01-10,7,0,1,0,clear,-2.4,-8.0,50.0,15.0,0,0
2011-01-10 08:00:00,184,4,188,0,2011-01-10,8,0,1,0,clouds,-2.4,-8.0,50.0,19.0,0,0
2011-01-10 09:00:00,92,2,94,0,2011-01-10,9,0,1,0,clouds,-1.4,-8.0,50.0,17.0,0,0
2011-01-10 10:00:00,31,0,31,0,2011-01-10,10,0,1,0,clouds,-1.4,-8.0,50.0,20.0,0,0
2011-01-10 11:00:00,28,2,30,0,2011-01-10,11,0,1,0,clouds,-0.5,-7.0,47.0,19.0,0,0
